original_path,new_path,action,classification,reason,evidence,upstream_creator,downstream_references,sha256_before,sha256_after,size_bytes,reproducible,contains_unique_evidence,tracked_status,applied
tmp/pdfs/pipeline-02.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-02.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,9bd75b9516d14ca665225284388aa3b8043a9a01521474a8e7576f0bfccef29f,9bd75b9516d14ca665225284388aa3b8043a9a01521474a8e7576f0bfccef29f,232107,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-03.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-03.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,92413d70876dfbd8e4825eaf0faecbce66936cea6bc268ed428f4b7cac8c0431,92413d70876dfbd8e4825eaf0faecbce66936cea6bc268ed428f4b7cac8c0431,232636,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-04.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-04.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,1bff1fd1a94bdd0568f000c4a6419c13532b8a8334261e4641d8af10eb7c6119,1bff1fd1a94bdd0568f000c4a6419c13532b8a8334261e4641d8af10eb7c6119,278943,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-05.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-05.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,57cdcc98da31ed301c0ed3300c74075e508e2656f724460757bc444af3542941,57cdcc98da31ed301c0ed3300c74075e508e2656f724460757bc444af3542941,239425,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-06.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-06.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,6147c66ac5efc9ee9453906d646d912b0b285419d90acbf3f0d4117cb084f3a0,6147c66ac5efc9ee9453906d646d912b0b285419d90acbf3f0d4117cb084f3a0,245773,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-07.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-07.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,0f65fb98bf8db33b58f58b286c8de61838e3a6617402961fc6e45905919ca17a,0f65fb98bf8db33b58f58b286c8de61838e3a6617402961fc6e45905919ca17a,283362,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-08.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-08.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,c883fc7ce444dd62af94ddac7276333d9c6f3cec00b9ab52749224c2ec79de46,c883fc7ce444dd62af94ddac7276333d9c6f3cec00b9ab52749224c2ec79de46,221512,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-09.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-09.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,68f627804eb94ed13ad5de36122ccb6ebc6cfa4bdd3d07672bf8548acfc0059a,68f627804eb94ed13ad5de36122ccb6ebc6cfa4bdd3d07672bf8548acfc0059a,256402,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-10.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-10.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,226757a4607e7cddab818cf0fd5e0561d697c656d84911afa95724c5e4297f2c,226757a4607e7cddab818cf0fd5e0561d697c656d84911afa95724c5e4297f2c,224098,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-11.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-11.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,20e5a0d092d7d25513fcb4351fa351638b247e4444bc06ad92c094d213fe1ebe,20e5a0d092d7d25513fcb4351fa351638b247e4444bc06ad92c094d213fe1ebe,254342,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-12.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-12.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,53152ddc25191cebcb82ad6ee24c11561b9c0c8792435fa5b2b8cbd242b9f42f,53152ddc25191cebcb82ad6ee24c11561b9c0c8792435fa5b2b8cbd242b9f42f,182828,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-13.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-13.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,5d91dd976dd07789914b9148907742634c5ebadb628bbde00d2a7a438f77a234,5d91dd976dd07789914b9148907742634c5ebadb628bbde00d2a7a438f77a234,260857,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-14.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-14.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,3e94fb641f50f63087c02b7596c43eebdbad2223472f01cee6b4f5c9efe1d666,3e94fb641f50f63087c02b7596c43eebdbad2223472f01cee6b4f5c9efe1d666,319132,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-15.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-15.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,45079eda7d420d3e661a8694e49d62ff258d8fd9ea2ded0edf054df6731800a3,45079eda7d420d3e661a8694e49d62ff258d8fd9ea2ded0edf054df6731800a3,343582,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-16.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-16.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,cc6800ec37d4c0649dd0a39cfdfeac195c43a55c3574e19bc50cb91b2b737845,cc6800ec37d4c0649dd0a39cfdfeac195c43a55c3574e19bc50cb91b2b737845,225666,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-17.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-17.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,7900be9e87e537422334c854350ab1e8c9fa510c5dbef370822df49dd8223d7a,7900be9e87e537422334c854350ab1e8c9fa510c5dbef370822df49dd8223d7a,222674,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-18.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-18.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,cfeb02c699afe7ab884e93ad5c6f2d1d003da99c2666f91a4be363522ac4aeb1,cfeb02c699afe7ab884e93ad5c6f2d1d003da99c2666f91a4be363522ac4aeb1,324413,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-19.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-19.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,c95dc3891caca208c166171a76fc397f17d36618e69e3c94e6f564304577186d,c95dc3891caca208c166171a76fc397f17d36618e69e3c94e6f564304577186d,209859,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-20.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-20.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,cf75cabc2e534e14811477e6c3c88bd7204e09b858018e4a822500344e7822d5,cf75cabc2e534e14811477e6c3c88bd7204e09b858018e4a822500344e7822d5,186756,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-21.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-21.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,0ac180d91f74162f6155effea0a9f516243d0d8aaf327e4510c0f6b121dc929d,0ac180d91f74162f6155effea0a9f516243d0d8aaf327e4510c0f6b121dc929d,337626,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-22.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-22.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,9ad95de044446e80a5ad382683738b8d144142eadf69ad31dc54baf41e4e479d,9ad95de044446e80a5ad382683738b8d144142eadf69ad31dc54baf41e4e479d,308255,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-23.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-23.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,6bc73283b3a3c30b2489703e1edf15c1fccc1b75b66a1468fa4464ab6f4c75da,6bc73283b3a3c30b2489703e1edf15c1fccc1b75b66a1468fa4464ab6f4c75da,302861,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-24.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-24.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,542461f582c362ad6a6277d0aa6f70725ae9aa03065dfde9f14f0bd76ea109d6,542461f582c362ad6a6277d0aa6f70725ae9aa03065dfde9f14f0bd76ea109d6,309818,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-25.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-25.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,a524047501dd4fcb8ae17c286471ad5ee5725fcf251a38a5d6c8d57723ef9ce3,a524047501dd4fcb8ae17c286471ad5ee5725fcf251a38a5d6c8d57723ef9ce3,219052,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-26.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-26.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,7c92987ae822aa5a0ed715c3894bad3e2ad76d1736e3130528e399e7a388e2f4,7c92987ae822aa5a0ed715c3894bad3e2ad76d1736e3130528e399e7a388e2f4,195150,true,false,ignored_or_untracked,true
tmp/pdfs/pipeline-27.png,/tmp/refusal_audit_v2_cleanup_2026-09-01/tmp/pdfs/pipeline-27.png,delete_recoverably,accidental_junk,Regenerable or accidental artifact with a preserved canonical/release copy where applicable.,"Checkpoint classified as OS cruft, empty placeholder, LaTeX byproduct, temporary render, or duplicate preview.",documented in artifact registry or file header,none material,1a5c0d6b8413e443756f42627defceebc73fefd0c81b72bfdb6ebaeda1520364,1a5c0d6b8413e443756f42627defceebc73fefd0c81b72bfdb6ebaeda1520364,237684,true,false,ignored_or_untracked,true
