path,file_type,tracked_status,size_bytes,scientific_role,created_by,upstream_inputs,downstream_consumers,current_status,canonical_or_supporting,reproducible,contains_unique_evidence,recommended_action,confidence,evidence,new_path,sha256_before,sha256_after
annotations/model_expansion_v3/luna_v2_4_kimi_batch3/run_summary.json,json,ignored,772,"historical annotation, validation, or pilot run state",unknown,unknown,pipeline/estimates/canonical/c00_manifest.csv;pipeline/releases/canon_019/estimates/c00_manifest.csv;pipeline/releases/canon_020/estimates/c00_manifest.csv;pipeline/releases/canon_021/estimates/c00_manifest.csv;pipeline/releases/canon_022/estimates/c00_manifest.csv;pipeline/releases/canon_023/estimates/c00_manifest.csv;pipeline/releases/canon_024/estimates/c00_manifest.csv;pipeline/releases/canon_025/estimates/c00_manifest.csv;pipeline/releases/canon_026/estimates/c00_manifest.csv;pipeline/releases/canon_027/estimates/c00_manifest.csv;pipeline/releases/canon_028/estimates/c00_manifest.csv;pipeline/releases/canon_029/estimates/c00_manifest.csv;pipeline/releases/canon_030/estimates/c00_manifest.csv;pipeline/releases/canon_031/estimates/c00_manifest.csv,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 14 file(s).,,874a30bcfe655a613d9ac8b6da3d34d33ebe25845b0af4665fe8b970d7181528,874a30bcfe655a613d9ac8b6da3d34d33ebe25845b0af4665fe8b970d7181528
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/audit.json,json,ignored,293,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,f353c7a964a9c8aa4f75b176efa1a2214871b92919d08e7241d60b891bfe2cff,f353c7a964a9c8aa4f75b176efa1a2214871b92919d08e7241d60b891bfe2cff
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/manifest.json,json,ignored,1721,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,163d9a7bd93961f17b50db5e380be0e9fe6b2e0ee387cc172295ce806c5cf2d5,163d9a7bd93961f17b50db5e380be0e9fe6b2e0ee387cc172295ce806c5cf2d5
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/requests.jsonl,jsonl,ignored,314086,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,f814f8336beaa674bceb3ace88d9b11fa8ce81b7053e6de5a08d0a0af1236c1c,f814f8336beaa674bceb3ace88d9b11fa8ce81b7053e6de5a08d0a0af1236c1c
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/task_map.json,json,ignored,468,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,72d0265693f3626c104ea3423f6f448b0f82702ad0a4d428c7f1e6f519d26d80,72d0265693f3626c104ea3423f6f448b0f82702ad0a4d428c7f1e6f519d26d80
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_00/attempts.jsonl,jsonl,ignored,8136,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,43618aef27025addb10cbd80540ef69321d335424aa4e3aaf382ef0040dad988,43618aef27025addb10cbd80540ef69321d335424aa4e3aaf382ef0040dad988
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_00/results.jsonl,jsonl,ignored,169706,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,562337c042be2d6630fe15a874657d945d0ce6fe90a341f1b04ae3dd78c4c259,562337c042be2d6630fe15a874657d945d0ce6fe90a341f1b04ae3dd78c4c259
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_00/runtime.json,json,ignored,1665,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e74b07bd1b03da65654613c954ec283683fdc96254913d727e797e11f8a156db,e74b07bd1b03da65654613c954ec283683fdc96254913d727e797e11f8a156db
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_00/server.log,log,ignored,53154,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,4bb7c0585c93b17557558f72e50629f7c3c04ed8667b68e94f7a5b7aea09a576,4bb7c0585c93b17557558f72e50629f7c3c04ed8667b68e94f7a5b7aea09a576
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_01/attempts.jsonl,jsonl,ignored,10390,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,5ffe21c2b15d892fcad6cbf4a76761b8a6ee3c9102d08b0f486f29eb00038247,5ffe21c2b15d892fcad6cbf4a76761b8a6ee3c9102d08b0f486f29eb00038247
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_01/results.jsonl,jsonl,ignored,160677,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,3a1e1cc6ed2640b3472b51d5af8386f03190e22adbf48a505b4c7540af1cb831,3a1e1cc6ed2640b3472b51d5af8386f03190e22adbf48a505b4c7540af1cb831
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_01/runtime.json,json,ignored,1665,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,3e486a8287d35a1afc01f9fe16b9029c30f41ba550db22602b25a3404777e4b6,3e486a8287d35a1afc01f9fe16b9029c30f41ba550db22602b25a3404777e4b6
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_01/server.log,log,ignored,95576,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,a0f235ae88bd954540873951e9fdbf840f6fa3e61fe8db3707027ed4c9eb31e0,a0f235ae88bd954540873951e9fdbf840f6fa3e61fe8db3707027ed4c9eb31e0
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_02/attempts.jsonl,jsonl,ignored,8146,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,5879bf7c8e2c37f5da0af763685236b392cb0cd995970b5a4c7a05260dbd64c7,5879bf7c8e2c37f5da0af763685236b392cb0cd995970b5a4c7a05260dbd64c7
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_02/results.jsonl,jsonl,ignored,206900,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,9ba88f560130778dd7f1e79e4197fab7920f99dadb6abd4d6d0aec7fd1ebc2a4,9ba88f560130778dd7f1e79e4197fab7920f99dadb6abd4d6d0aec7fd1ebc2a4
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_02/runtime.json,json,ignored,1665,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,291b96e905ac4a2199e543c492f5aead07e06934339baf75f7948a200189d39c,291b96e905ac4a2199e543c492f5aead07e06934339baf75f7948a200189d39c
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_02/server.log,log,ignored,57428,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,ddc1340060d1cafc48e50b138e3bf4d223b2edefb73cd4d68f6dec0bd38d93f3,ddc1340060d1cafc48e50b138e3bf4d223b2edefb73cd4d68f6dec0bd38d93f3
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_03/attempts.jsonl,jsonl,ignored,8140,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,c436efbae27a004baa2b37883486496472f6c9366a23b6d3663d05bf08cd331d,c436efbae27a004baa2b37883486496472f6c9366a23b6d3663d05bf08cd331d
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_03/results.jsonl,jsonl,ignored,196412,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,fffe953d0dfe04f8c5fce744873a8f6ed823dae5df2f192e6e1776d3ab220b33,fffe953d0dfe04f8c5fce744873a8f6ed823dae5df2f192e6e1776d3ab220b33
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_03/runtime.json,json,ignored,1665,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,b59443fd74dd7fa622b0a50088e7665ce99f8e25f907c8e298244042b8fcabc0,b59443fd74dd7fa622b0a50088e7665ce99f8e25f907c8e298244042b8fcabc0
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_03/server.log,log,ignored,59817,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,5baef89fc600499d1e4c6063eff559fa3d584d05c0c2be848edd38295786344d,5baef89fc600499d1e4c6063eff559fa3d584d05c0c2be848edd38295786344d
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_04/attempts.jsonl,jsonl,ignored,12565,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,1b4bb7ca53cfea6b0d523bbcdd5423bdfed018b9d0987b24751d28cbef676346,1b4bb7ca53cfea6b0d523bbcdd5423bdfed018b9d0987b24751d28cbef676346
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_04/results.jsonl,jsonl,ignored,154667,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,c8ac61154384ce6a4554dda3c5461248275d2ced1587603a7c88919e4e569bf7,c8ac61154384ce6a4554dda3c5461248275d2ced1587603a7c88919e4e569bf7
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_04/runtime.json,json,ignored,1665,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,11a7fded8257725a5908ea86cb469f92d244832682e5fcefee155936e7d426ee,11a7fded8257725a5908ea86cb469f92d244832682e5fcefee155936e7d426ee
annotations/model_expansion_v4/fanar_1_9b_local_pilot_hpc_v1/tasks/task_04/server.log,log,ignored,190290,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,8445ba27d0aef1f26cd367dc6e3dfbe916efe680de41c3de4364cc8948b8b2d0,8445ba27d0aef1f26cd367dc6e3dfbe916efe680de41c3de4364cc8948b8b2d0
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/.run.lock,file,ignored,0,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/assembled_labels.parquet,parquet,ignored,194197,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e143decfeb64683fdd01c901b260705dd2d2c9f0f2cd78a69a2e8cf0411e8321,e143decfeb64683fdd01c901b260705dd2d2c9f0f2cd78a69a2e8cf0411e8321
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/attempts.jsonl,jsonl,ignored,465116,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,fc7f96a05170a713cd0a2fb8c6091f5e4dfa84aa240c1e8a1e4e457184a38633,fc7f96a05170a713cd0a2fb8c6091f5e4dfa84aa240c1e8a1e4e457184a38633
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/cost_estimate.json,json,ignored,849,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e2ce86efc8fe9df7ce817ce99caa571197ac42f0e8744f5ab409ba7bc8b7bae9,e2ce86efc8fe9df7ce817ce99caa571197ac42f0e8744f5ab409ba7bc8b7bae9
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/generation_outcomes.parquet,parquet,ignored,23930,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e108f80230705219aac65c894a68303408977785a40d37d80d311bce5f0921fb,e108f80230705219aac65c894a68303408977785a40d37d80d311bce5f0921fb
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/manifest.json,json,ignored,6235,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,40a911a63ed44e52a47214befa3d9c0b60a2e31513132e66d31545f52a85cc98,40a911a63ed44e52a47214befa3d9c0b60a2e31513132e66d31545f52a85cc98
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/outcomes_by_language.csv,csv,ignored,339,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,a650454ff72159c63fc0fb13d486d962b11e9472e5735cc44582c05319430c31,a650454ff72159c63fc0fb13d486d962b11e9472e5735cc44582c05319430c31
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/prompt.txt,text,ignored,6505,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af
annotations/model_expansion_v4/fanar_1_9b_local_pilot_luna_v2_4_v1/provider_requests.jsonl,jsonl,ignored,2306373,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,679ef8439188bf119a4f29c55611c4de3aebd49a2e85369958de71f33bd2c17b,679ef8439188bf119a4f29c55611c4de3aebd49a2e85369958de71f33bd2c17b
